,Date,open,high,low,close,volume,ticker
531,2023-04-24,330.2000,334.6600,326.7500,329.0200,5586627,NFLX
532,2023-04-21,323.0000,328.2900,319.5000,327.9800,6348000,NFLX
533,2023-04-20,320.3900,331.4298,318.3300,325.3500,9947800,NFLX
534,2023-04-19,324.2100,325.7500,316.1000,323.1200,22128267,NFLX
535,2023-04-18,335.0000,337.1900,330.5000,333.7000,17944496,NFLX
536,2023-03-28,326.0600,333.3200,321.2800,323.5200,6489388,NFLX
537,2023-04-17,338.0000,338.3900,327.5000,332.7200,6104222,NFLX
538,2023-04-12,340.8100,342.8000,330.0400,331.0300,3965440,NFLX
539,2023-03-24,320.6300,331.8300,320.6300,328.3900,13004085,NFLX
540,2023-04-11,343.4500,347.1400,337.6350,338.2100,4044778,NFLX
541,2023-04-10,335.2700,339.8800,333.3600,338.9900,2657898,NFLX
542,2023-04-06,339.3400,340.4800,332.6300,339.3300,4660542,NFLX
543,2023-04-05,345.3000,345.4300,336.2526,342.3500,4205545,NFLX
544,2023-04-04,348.4900,349.8000,343.9500,346.7500,3298072,NFLX
545,2023-04-03,341.8300,348.5800,340.4001,348.2800,4413650,NFLX
546,2023-03-31,340.0500,345.8400,337.2001,345.4800,5610161,NFLX
547,2023-03-30,340.2699,343.2900,335.3000,338.4300,7131468,NFLX
548,2023-04-14,342.9400,344.8530,336.4100,338.6300,5350508,NFLX
549,2023-03-27,327.5500,336.4400,324.4100,327.6600,8625763,NFLX
550,2023-03-22,306.3100,306.4500,293.5400,293.9000,5808035,NFLX
551,2023-03-23,304.6800,322.7800,304.1400,320.3700,15653347,NFLX
552,2023-03-07,312.6750,314.3000,306.6226,308.4700,4553082,NFLX
553,2023-02-17,347.9050,349.0000,342.4400,347.9600,5294727,NFLX
554,2023-03-20,299.7900,307.5000,296.0000,305.1300,5113430,NFLX
555,2023-03-17,310.0600,310.7600,300.0000,303.5000,6918777,NFLX
556,2023-03-16,304.7500,316.6000,301.7100,310.0600,7912371,NFLX
557,2023-03-15,292.5100,306.3100,292.2800,303.7900,9215340,NFLX
558,2023-03-14,295.9700,297.4500,290.3100,294.9400,5956692,NFLX
559,2023-03-13,287.3400,299.2400,285.3301,293.5100,6292385,NFLX
560,2023-03-10,297.9050,298.7900,289.0000,292.7600,5759315,NFLX
561,2023-03-09,312.0800,312.5100,294.8800,297.7800,7443350,NFLX
562,2023-02-16,355.0000,361.5000,350.3100,350.7100,5215726,NFLX
563,2023-03-08,309.2900,311.8300,305.7500,311.7900,3479474,NFLX
564,2023-03-06,317.0000,323.3000,311.8412,312.0300,5660743,NFLX
565,2023-03-02,310.9600,315.5700,310.3800,311.8800,4921053,NFLX
566,2023-03-01,321.5500,326.6000,312.3600,313.4800,4911311,NFLX
567,2023-02-28,323.7000,327.6200,321.1700,322.1300,3676075,NFLX
568,2023-02-27,323.8700,330.0000,322.1210,323.0300,6142580,NFLX
569,2023-02-24,319.3000,321.5000,314.5200,317.1500,6830692,NFLX
570,2023-02-23,331.2300,331.2800,314.3000,323.6500,13238673,NFLX
571,2023-02-22,337.5000,341.9100,332.8200,334.8800,4546249,NFLX
572,2023-02-21,342.8500,344.1253,336.4177,337.5000,5710292,NFLX
573,2023-04-27,324.3000,327.4500,317.4400,325.8500,5618768,NFLX
574,2023-03-21,306.3200,307.9200,300.4300,305.7900,4886279,NFLX
575,2023-01-12,332.5000,332.9500,323.1400,330.1300,10856246,NFLX
576,2023-03-03,315.4500,317.4900,310.8200,315.1800,5953319,NFLX
577,2023-02-06,363.6420,368.4500,360.6800,361.4800,4994942,NFLX
578,2023-01-30,358.4400,360.9500,352.8550,353.1100,5127593,NFLX
579,2023-02-13,349.5000,359.7034,344.2500,358.5700,7134445,NFLX
580,2023-02-10,359.1600,362.1400,347.1400,347.3600,7291096,NFLX
581,2023-02-09,372.4100,373.8300,361.7444,362.5000,6901100,NFLX
582,2023-02-08,360.0200,368.1930,358.3100,366.8300,6253179,NFLX
583,2023-02-07,358.5100,364.1799,354.1800,362.9500,6289368,NFLX
584,2023-02-14,357.5500,363.7500,353.4000,359.9600,4624758,NFLX
585,2023-02-03,359.0800,379.4301,359.0000,365.9000,9402034,NFLX
586,2023-02-02,365.1600,368.3200,358.4300,366.8900,7856952,NFLX
587,2023-01-31,349.9800,355.9500,348.7100,353.8600,5660738,NFLX
588,2023-02-01,353.8600,365.3850,349.9100,361.9900,8005170,NFLX
589,2023-02-15,356.6300,362.8800,354.2400,361.4200,3969945,NFLX
590,2023-01-26,368.7700,369.0200,361.7000,364.8700,8256844,NFLX
591,2023-01-25,360.5700,368.8999,358.5010,367.9600,7766907,NFLX
592,2023-01-24,357.5300,365.6500,355.1401,363.8300,11796528,NFLX
593,2023-01-23,341.7150,362.2453,340.6329,357.4200,15646853,NFLX
594,2023-01-20,336.7900,344.0000,332.6250,342.5000,28430339,NFLX
595,2023-01-19,322.5700,324.8900,313.3900,315.7800,18008195,NFLX
596,2023-01-18,326.7500,330.0800,321.2500,326.3300,7814115,NFLX
597,2023-01-17,331.0800,332.5000,323.6000,326.2200,9246987,NFLX
598,2023-01-13,329.9700,336.6500,328.8850,332.8200,8286816,NFLX
599,2023-01-27,363.2000,365.9200,360.5900,360.7700,6703548,NFLX
600,2023-02-28,210.5900,211.2300,203.7500,205.7100,153144912,TSLA
601,2023-03-02,186.7400,193.7499,186.0100,190.9000,181979154,TSLA
602,2023-03-01,206.2100,207.2000,198.5200,202.7700,156852790,TSLA
603,2023-02-27,202.0300,209.4200,201.2600,207.6300,161028315,TSLA
604,2023-01-12,122.5600,124.1311,117.0000,123.5600,169400913,TSLA
605,2023-02-23,203.9100,205.1400,196.3300,202.0700,146359950,TSLA
606,2023-02-22,197.9300,201.9900,191.7800,200.8600,191828457,TSLA
607,2023-02-21,204.9900,209.7100,197.2200,197.3700,180018588,TSLA
608,2023-02-24,196.3250,197.6695,192.8000,196.8800,142228105,TSLA
609,2023-03-03,194.7950,200.4800,192.8800,197.7900,154193277,TSLA
610,2023-03-21,188.2800,198.0000,188.0400,197.5800,153391444,TSLA
611,2023-03-07,191.3800,194.2000,186.1000,187.7100,148125790,TSLA
612,2023-03-08,185.0400,186.5000,180.0000,182.0000,151897763,TSLA
613,2023-03-09,180.2500,185.1800,172.5124,172.9200,170023794,TSLA
614,2023-03-10,175.1300,178.2900,168.4400,173.4400,191488872,TSLA
615,2023-03-13,167.4550,177.3500,163.9100,174.4800,167790256,TSLA
616,2023-03-14,177.3100,183.8000,177.1401,183.2600,143717897,TSLA
617,2023-03-15,180.8000,182.3400,176.0300,180.4500,145995583,TSLA
618,2023-03-16,180.3650,185.8100,178.8400,184.1300,121374453,TSLA
619,2023-03-17,184.5150,186.2199,177.3300,180.1300,133197140,TSLA
620,2023-03-20,178.0800,186.4400,176.3500,183.2500,129684359,TSLA
621,2023-03-06,198.5400,198.6000,192.3000,193.8100,128100106,TSLA
622,2023-02-17,199.9850,208.4400,197.5000,208.3100,213738549,TSLA
623,2023-02-01,173.8900,183.8050,169.9300,181.4100,213806323,TSLA
624,2023-02-15,211.7550,214.6600,206.1100,214.2400,182108581,TSLA
625,2023-03-22,199.3000,200.6600,190.9500,191.1500,150376373,TSLA
626,2023-01-13,116.5500,122.6300,115.6000,122.4000,180714119,TSLA
627,2023-01-17,125.6950,131.7000,125.0200,131.4900,186476985,TSLA
628,2023-01-18,136.5550,136.6800,127.0100,128.7800,195680318,TSLA
629,2023-01-19,127.2600,129.9900,124.3082,127.1700,170291880,TSLA
630,2023-01-20,128.6800,133.5100,127.3466,133.4200,138858136,TSLA
631,2023-01-23,135.8700,145.3793,134.2700,143.7500,203119211,TSLA
632,2023-01-24,143.0000,146.5000,141.1000,143.8900,158699056,TSLA
633,2023-01-25,141.9050,146.4100,138.0700,144.4300,192734347,TSLA
634,2023-01-26,159.9650,161.4200,154.7600,160.2700,234815090,TSLA
635,2023-02-16,210.7800,217.6500,201.8400,202.0400,229586538,TSLA
636,2023-01-27,162.4300,180.6800,161.1700,177.9000,306590613,TSLA
637,2023-01-31,164.5700,174.3000,162.7800,173.2200,196813541,TSLA
638,2023-02-02,187.3250,196.7501,182.6100,188.2700,217448287,TSLA
639,2023-02-03,183.9500,199.0000,183.6900,189.9800,232662023,TSLA
640,2023-02-06,193.0100,198.1700,189.9200,194.7600,186188131,TSLA
641,2023-02-07,196.4300,197.5000,189.5500,196.8100,186010325,TSLA
642,2023-02-08,196.1000,203.0000,194.3100,201.2900,180673644,TSLA
643,2023-02-09,207.7750,214.0000,204.7700,207.3200,215431442,TSLA
644,2023-02-10,202.2250,206.2000,192.8900,196.8900,204754129,TSLA
645,2023-02-13,194.4150,196.3000,187.6100,194.6400,172475452,TSLA
646,2023-02-14,191.9400,209.8200,189.4400,209.2500,216455708,TSLA
647,2023-01-30,178.0500,179.7700,166.5000,166.6600,230878807,TSLA
648,2023-03-23,195.2600,199.3100,188.6500,192.2200,144193876,TSLA
649,2023-04-27,152.6400,160.4800,152.3700,160.1900,127015177,TSLA
650,2023-03-27,194.4150,197.3900,189.9400,191.8100,120851587,TSLA
651,2023-05-05,163.9700,170.7899,163.5100,170.0600,107607259,TSLA
652,2023-05-08,173.7200,173.8000,169.1900,171.7900,112249449,TSLA
653,2023-05-09,168.9500,169.8200,166.5600,169.1500,88965043,TSLA
654,2023-05-10,172.5500,174.4300,166.6800,168.5400,119840693,TSLA
655,2023-05-11,168.7000,173.5700,166.7900,172.0800,103889930,TSLA
656,2023-05-12,176.0700,177.3800,167.2300,167.9800,157849625,TSLA
657,2023-05-15,167.6550,169.7600,164.5499,166.3500,105592510,TSLA
658,2023-05-16,165.6500,169.5184,164.3500,166.5200,98288792,TSLA
659,2023-05-17,168.4100,174.5000,167.1850,173.8600,125473558,TSLA
660,2023-05-18,174.2200,177.0600,172.4500,176.8900,109520332,TSLA
661,2023-05-19,177.1700,181.9500,176.3100,180.1400,136196668,TSLA
662,2023-05-22,180.7000,189.3200,180.1100,188.8700,132001430,TSLA
663,2023-05-23,186.2000,192.9600,185.2600,185.7700,156952130,TSLA
664,2023-05-24,182.2300,184.2200,178.2200,182.9000,137605054,TSLA
665,2023-05-25,186.5400,186.7800,180.5800,184.4700,96870719,TSLA
666,2023-05-26,184.6200,198.6000,184.5300,193.1700,162061496,TSLA
667,2023-05-30,200.1000,204.4800,197.5300,201.1600,128818746,TSLA
668,2023-05-31,199.7800,203.9500,195.1200,203.9300,149356274,TSLA
669,2023-06-01,202.5900,209.8000,199.3700,207.5200,148029931,TSLA
670,2023-06-02,210.1500,217.2500,209.7520,213.9700,164398372,TSLA
671,2023-01-11,122.0900,125.9500,120.5100,123.2200,183810771,TSLA
672,2023-05-04,162.7100,162.9500,159.6500,161.2000,95108492,TSLA
673,2023-05-03,160.0100,165.0000,159.9100,160.6100,119727972,TSLA
674,2023-05-02,161.8800,165.4900,158.9300,160.3100,128259744,TSLA
675,2023-05-01,163.1700,163.2800,158.8300,161.8300,109015048,TSLA
676,2023-03-28,192.0000,192.3500,185.4300,189.1900,98654635,TSLA
677,2023-03-29,193.1300,195.2900,189.4400,193.8800,123660026,TSLA
678,2023-03-30,195.5800,197.3300,194.4200,195.2800,110252238,TSLA
679,2023-03-31,197.5300,207.7900,197.2000,207.4600,170222118,TSLA
680,2023-04-03,199.9100,202.6897,192.2000,194.7700,169545900,TSLA
681,2023-04-04,197.3200,198.7446,190.3200,192.5800,126463845,TSLA
682,2023-04-05,190.5150,190.6800,183.7600,185.5200,133882493,TSLA
683,2023-04-06,183.0800,186.3900,179.7400,185.0600,123857932,TSLA
684,2023-04-10,179.9400,185.1000,176.1100,184.5100,142154637,TSLA
685,2023-04-11,186.6900,189.1900,185.6475,186.7900,115770892,TSLA
686,2023-03-24,191.6500,192.3600,187.1500,190.4100,116531584,TSLA
687,2023-04-12,190.7400,191.5846,180.3100,180.5400,150256278,TSLA
688,2023-04-14,183.9500,186.2800,182.0100,185.0000,96438664,TSLA
689,2023-04-17,186.3200,189.6900,182.6900,187.0400,116177121,TSLA
690,2023-04-18,187.1500,187.6900,183.5775,184.3100,92067016,TSLA
691,2023-04-19,179.1000,183.5000,177.6500,180.5900,125732687,TSLA
692,2023-04-20,166.1650,169.7000,160.5600,162.9900,210970819,TSLA
693,2023-04-21,164.8000,166.0000,161.3208,165.0800,123538954,TSLA
694,2023-04-24,164.6500,165.6500,158.6100,162.5500,140006559,TSLA
695,2023-04-25,159.8200,163.4700,158.7500,160.6700,121999312,TSLA
696,2023-04-26,160.2900,160.6700,153.1400,153.7500,152247096,TSLA
697,2023-04-28,160.9000,165.0000,157.3200,164.3100,122515812,TSLA
698,2023-04-13,182.9550,186.5000,180.9400,185.9000,112932985,TSLA
699,2023-01-10,121.0700,122.7600,114.9200,118.8500,167642485,TSLA
